PK_CLIENTES;customer_key;customer;business_family_name;business_unit;customer_type;division;line_of_business;phone;region_code;regional_sales_mgr;search_type
c8895b0b368512dd18c76fc81cdd72665d9d93b36b10de33bba6b5e32fda5f13;10005861;Big Supermarket;R3;1;G1;1;M1;816-455-8733;5;S19;C
b8ae84c841abb1d5c1ce431c69f43d288d623431e59cbd7e5b58ac365226f585;10022730;RC Shop;R2;1;G2;2;Nao Informado;816-455-8733;4;S9;C
114ea0bd8c4023868cc222034e225cb0f4e3a5785bb2a6c2d565486b78573acc;10002240;ACS Shop;R3;1;G2;2;Nao Informado;816-455-8733;3;S1;C
270496e4d728e89743913ae88120ee5eeb25e4116cdc7a7e01a9dcbeacf76937;10020448;Nanao Shop;R3;1;G3;1;Nao Informado;816-455-8733;0;S5;C
36ab5299542d0848753178819957ca18e48bb88a2952315819a88519364f6f88;10021270;Page Market;R3;1;G2;1;Nao Informado;816-455-8733;5;S16;C
1f6d3b44a7965a72741ea67a1c67ae28395bc56e477a8ff705e90b9db797deb4;10000501;Absolute Supermarket;R3;1;G3;1;Nao Informado;816-455-8733;5;S5;C
9139c31cbea40ab0dcfcf9700e85c1c49839fb9fe26827baea5eed71c589858a;10023447;RKS Shop;R3;1;G2;2;M1;816-455-8733;2;S16;C
df57bff66b4cd8a79a33819d5b823d4c9141751999095c2934bc2a96e852f1fb;10020247;MAXSTRAT Shop;R2;1;G2;1;Nao Informado;816-455-8733;5;S5;C
d93937be9f00a500bad27082b158f8f2b791540ba175ac545960679c1b2b6969;10009647;Dayton Supermarket;R3;1;G2;2;Nao Informado;816-455-8733;1;S16;C
fc28e9d9983e50c99c6003174e255fd9e26360ce7040b40e74997abc8053c34f;10021175;Pacific Supermarket;R3;1;G2;2;Nao Informado;816-455-8733;2;S16;C
c753c4bc89ba1238521b0c9fac91ebe241d7bd1ead6432fa24c21305dbf1c867;10000478;Abacus Market;R3;1;G2;2;Nao Informado;816-455-8733;2;S16;C
80e12745c3abeb224b35f198a4b1b30e4dadaa2dca802993ab57fce146d727d9;10012235;Fimetrics Supermarket;R3;1;G3;1;Nao Informado;816-455-8733;0;S5;C
f042032d61c559d38f001b524b76624dddf564b9ef923366482992add5ec8d07;10023489;Robust Store;R3;1;G2;2;Nao Informado;816-455-8733;1;S16;C
da811193c9d65bf26ee9554b952413a2522114c3528941f6058c4781193ad58b;10000458;A&R Market;R3;1;G2;2;Nao Informado;816-455-8733;4;S9;C
d880c9bd928b38f0ce6a1d7756fcb30138feab58a5240eed7da7c3515ba22a3d;10025302;U.S. Market;R3;1;G2;2;Nao Informado;816-455-8733;2;S1;C
7607c5f6563ae79f04a24b934e6fd1ed8a006b86f418a15cc45a4e6db7ae53e8;10009697;Debian Shop;R2;1;G2;2;Nao Informado;816-455-8733;2;S5;I
f9508d000cf272bb6caad8f2630fc663ef7f1fc4af1dca79a9e1d5d8b5078f3f;10009639;Data Supermarket;R3;1;G1;1;M1;816-455-8733;5;S19;C
6f5d1e16430da384d64fb42381892a9a96ce3b5233771dd5c0282da160958685;10011355;Enterprises Shop;R3;1;G2;1;Nao Informado;816-455-8733;5;S16;C
03888aa464cd5e381cf74d3d28bab7447eecad3112633c7b163adabcab8b5486;10020663;Neos Gigaplace;R3;1;G2;2;Nao Informado;816-455-8733;1;S16;C
70203441537f27566f50b536d5399877010fa5a9dc470912212e3c6ef50e2eb9;10016549;Home Store;R3;1;G2;2;Nao Informado;816-455-8733;2;S16;C
d9e294949637fff44843c316903873595dccbd6f47e4573952a7737559582102;10000453;A Supermarket;R3;1;G1;1;Nao Informado;816-455-8733;5;S19;C
50336c40c8ce05a33c969b98863ac2c21290c42f8207f1dadbbccfe7077e7345;10010969;Edorex Supermarket;R3;1;G2;2;Nao Informado;816-455-8733;4;S16;C
c084d2e30032ee9257ba45934a98ddda43118e5f3485293f0bbf3991ec351c1b;10016548;Home Superstore;R3;1;G2;2;Nao Informado;816-455-8733;2;S16;C
9d50eae82fb88d7b89b0fd88e0e93a918e839d9435fb21714d01fb8c3fbc9d27;10025247;Telesat Supermarket;R2;1;G2;2;Nao Informado;816-455-8733;3;S5;C
fcae83740cb2b9a1e7ccb8029538476846e8431d309c6c3c5b021295531587fb;10020080;Lucky Shop;O2;1;G2;1;Nao Informado;816-455-8733;5;S12;C
c3be311f06c9881594a59786aa9e7b44131c488ade0fc193e60372ce5f858680;10022678;Rave Supermarket;R3;1;G2;2;Nao Informado;816-455-8733;3;S16;C
f571618639731ed61dd0f716679e53a252eb2163e77a9c55d85c9b02271f092f;10009652;Dci Shop;R1;1;G3;1;Nao Informado;816-455-8733;0;S21;C
abbca96bbe2a4af3851bf3238d54276f58f1e683a6b5f025b23433fea63d8a75;10017072;Iconation Shop;R3;1;G2;2;Nao Informado;816-455-8733;4;S9;C
e1febdad2930c09bb060bd76e4f98ca6eb4130e010a24123bf2c91bae9391248;10010884;EDC Supermarket;R3;1;G3;1;M1;816-455-8733;0;S5;C
ecfb19320ddeb30028e2a0c041cee2326a0417d1bcda1a74f88562266008cc57;10000466;A2Z Store;R3;1;G2;2;Nao Informado;816-455-8733;1;S16;C
e2ca8e5de2c6d2d2b1f5a498a2782f4030041bd870615f1dd660a3c0b8f44bcc;10004302;Berkeley Supermarket;R3;1;G2;2;M1;816-455-8733;2;S1;C
59f8c6daa721357565126701d1cc431c3be9762bee94cf525d5328e2da6663bf;10023495;Safe Shop;R3;1;G1;1;M1;816-455-8733;5;S19;C
43fc03cd780309efbc625359d31b28dc3e7f05d98a50f32576ab72dd6eda77b6;10019420;Keystroke Market;R3;1;G1;1;M1;816-455-8733;5;S19;C
8f1543921527c867a74c08c8d199fc5aed9160e2144c0e71f0ff3c79354734e0;10023221;Reveal Supermarket;R3;1;G2;2;M1;816-455-8733;4;S16;C
910c7b86d62131c2f3dc91bdf4bba3172d0292d6c6b5c5c3bfa8e5980ce03cb8;10011198;e-MDs Shop;R3;1;G2;2;Nao Informado;816-455-8733;3;S1;C
d41fc325c98183b3369a0348cbfb3789e817084de499c970869ddf492cce9535;10008134;Canter Shop;R3;1;G2;2;M1;816-455-8733;3;S16;C
fb685347c052195d1052cd187b4ae228acef0671c25b3fb96b849c8fc4bfacf3;10024930;T3West Shop;R3;1;G3;1;Nao Informado;816-455-8733;5;S8;C
0f670f3eb3698cad5af03d9a0012bd1ee40f83b3f01a4f957a923d7112167984;10011546;Farrell Supermarket;R3;1;G2;1;Nao Informado;816-455-8733;5;S1;C
3a8b8f2afd54eca21898f7622be8b373bf57bd36269c8062cebfa009f4e732fb;10014059;GURUs Shop;R2;1;G2;1;Nao Informado;816-455-8733;5;S5;C
2d774ed6d4e1ba83d4ae5293ce852015d811e2d336afe4b2b90af7a7b111d704;10021418;Panzl Shop;R3;1;G2;2;Nao Informado;816-455-8733;1;S1;C
422103cde9707c9074abd00bfa0dcf6e7b31ae45299dc806b614094e985e1246;10019410;Keystone Store;R1;1;G3;1;Nao Informado;816-455-8733;0;S2;C
8130d0a36aef440d58ef44764a1f1c663bc66fb96c9d4147822bda9d59784a81;10021240;PAGE Shop;R3;1;G2;1;Nao Informado;816-455-8733;5;S1;C
08e3f9683ced522912faf2e0404e147fcdab8158f99caddc0cb4cdc5458724d0;10020515;NBX Stores;R3;1;G2;1;Nao Informado;816-455-8733;5;S1;C
1dff5955ce2aad5b1fd40a86995be37ba7dda80d2ea9f6fae2051fc80a7749d2;10011842;Fentek Market;R3;1;G2;1;Nao Informado;816-455-8733;5;S16;C
a8e393d94d19a58c08ef5ba54bf8649cadfa79804700d125a08c83621afe7b61;10021472;Parabole Shop;R3;1;G3;1;Nao Informado;816-455-8733;0;S5;C
3df33f664cd0847dd22cb3d8fd703fb92352a96e65e0456ee0aa25ef22bc1760;10025778;Valicert Midstore;R3;1;G2;2;Nao Informado;816-455-8733;1;S16;C
03d8590cc04b54b281268d5725aae0f7558a8722ffee8d6ffc7d370199703594;10007355;CAF Market;R3;1;G2;2;Nao Informado;816-455-8733;2;S16;C
10758809e83af47eb4a1b7a64155f198e9332125f4dc247f4e4026e0f32d5531;10021736;Patton Store;R3;1;G1;1;M1;816-455-8733;5;S19;C
da15024c3a11de0d3a8948ffe2ea947266b54e0ed120bc40159ffcb23366cdf5;10011093;EMC Shop;R3;1;G2;1;M1;816-455-8733;5;S16;C
15ed3a1c2de5c751f8fb6fc8c9ddfaa1f1728fb5e0ee429bafa045f1ba099d46;10001786;Acara Shop;R3;1;G2;1;Nao Informado;816-455-8733;5;S16;C
e0208f0d7d6936b26ef345df262375d5aab81f45e74fcf0c4e36fbad12f62b0d;10025158;Taskers Supermarket;R3;1;G1;1;M1;816-455-8733;5;S19;C
8155bdd9c96521c54b55f7df009d8a6f4ab626965bbb29016ffd6b6709459f14;10021415;Pantech Supermarket;R3;1;G2;2;Nao Informado;816-455-8733;4;S1;C
2afe2f7f1d1894e89b2486049f435413ecb17d3a0253a21cffc45bdb47ed0c7a;10019665;Labatt Supermarket;R3;1;G2;2;M1;816-455-8733;4;S16;C
8042b094705f9216d43e30df9f0457924f476548f6a2b75b4076a5e8c39a1607;10003882;Beech Supermarket;R3;1;G2;1;Nao Informado;816-455-8733;5;S16;C
d26bee6ddd46515c22e2e8f78899c2427e059a8908b322ea8715f82e5f989412;10017553;iLanguage Shop;R2;1;G2;2;Nao Informado;816-455-8733;4;S5;C
97f328b390d828b59977f6d1dc83501f6c7b8c49c35ec8f424a052f38bf1cda6;10022450;R2J2 Shop;R3;1;G2;2;M1;816-455-8733;4;S16;C
c2b4bffb94ecbe7ae124017b1069966e1a410051dd6b6ad710933b8b1ffbc2f6;10021331;Palo Supermarket;R2;1;G2;1;Nao Informado;816-455-8733;5;S5;C
42527b31828546333e9ad02ce30274b1ec0973793218118147c391ece2940e1b;10009985;E Supermarket;R3;1;G2;2;M1;816-455-8733;1;S16;C
06e487fb2a828ea7d2029977ec47ea1225302bbb7a76b1ef5c9370583a3428e4;10026581;Xetron Shop;R3;1;G2;2;Nao Informado;816-455-8733;2;S16;C
8fe931a39d97079e623f5b40b030feb33f4687a797a37d67294d77df8e93aadf;10020413;Molson Store;R3;1;G2;2;Nao Informado;816-455-8733;2;S1;C
11998edc00780626f62045b85c0be9e3fcb8228d0be56af45e07fc04c68d1d95;10023760;SataMine Shop;R3;1;G2;2;Nao Informado;816-455-8733;3;S1;C
e7808fd9dd4f80ed4ef344d41a6b7a8ca14f23b28dcb186ab7a771dc29fe5cad;10018518;K Shop;O2;1;G2;1;Nao Informado;816-455-8733;5;S12;C
727a4b01b3090d37e5f761d0cad42bacaa5c772eed917e3bb312cb6007be37d9;10011398;Ethyl Store;R3;1;G2;2;Nao Informado;816-455-8733;1;S16;C
6554c6a8c31f50cca6416d985cdbe0aba5bc5e0318a0864ab2602a5f76e0da17;10024550;Southwire Store;R2;1;G2;2;Nao Informado;816-455-8733;4;S9;C
58e5b971fb6c842147445c94a349d99b68cc93ad513dd3f5e05084d100623739;10007120;Brinco Store;R3;1;G2;2;Nao Informado;816-455-8733;1;S16;C
b141fa56d7f6cd7d1b38bf69265e4d2a3214ecd6f79ac686e939ca3457f85bab;10027356;Zero Market;R3;1;G2;2;Nao Informado;816-455-8733;4;S1;C
2a9f4b135412639f8ddc84d4e352c010d5af51c1d9313ca2710094fbbe4db2d9;10027340;Zentrum Market;R3;1;G2;2;Nao Informado;816-455-8733;3;S16;C
02bce4fe284ee26b6af77ccd57d3819981465d23766d9f73d23da2a6c3236c7d;10025814;Valpatken Shop;R3;1;G2;2;Nao Informado;816-455-8733;2;S1;C
bdac0c1e80856e08181ea749622856d3bbcc1b6390a52a47bd36a9725a412e5e;10024009;Scottish Supermarket;R2;1;G2;2;Nao Informado;816-455-8733;2;S2;C
3a4e43f16a8b585923a6a7fe3dd236a5056ae9eca96e6ccf0e162623a3f63cda;10007134;C&C Shop;R3;1;G2;1;M1;816-455-8733;5;S1;C
fa267d94cf9cf3ddff2f9d9344f7996dfe66de3b646d2d1e4367f8f1a624df8e;10016807;Ibis Shop;R3;1;G2;2;M1;816-455-8733;4;S16;C
d6760d50062acdbc86465e619d5dcbf180b37032ab4116adee3cb7c19268366f;10025291;Trend Market;R3;1;G2;2;Nao Informado;816-455-8733;4;S16;C
5431dd5878c3da61fd53c4bdff7760ef0aaca7e32e9228047c06e4d657a4f321;10022732;RC Market;R2;1;G2;2;Nao Informado;816-455-8733;2;S5;C
253a6684963405aa349437eb5a9651dc2bba5f1bcf6f48b90db28522944560fe;10025285;Transalta Store;R3;1;G2;2;Nao Informado;816-455-8733;2;S16;C
78bfc381c7060ad1234284255bc5bd4ae83439736e191123c7934670c895bf01;10011979;FiberPlex Shop;R3;1;G1;1;M1;816-455-8733;5;S19;C
867c1200d76dab17906ea7b8493db8f47da0e065042c9c0fa1d1064f086df4cd;10010970;EDP Shop;R3;1;G2;2;Nao Informado;816-455-8733;2;S1;C
f13bfd3fdb625048c63c77801d00c65a46c8bc9324d7c2115c365c44951df11f;10013538;GEAR Shop;R3;1;G2;1;Nao Informado;816-455-8733;5;S16;C
6dc90a74b1ec725281fd857043b3167edf1906497bcd5615d17199767f4469c9;10014802;HBS Shop;R3;1;G1;1;M1;816-455-8733;5;S19;C
bca2926990ae9119cbc3eec98364f711fac3eb6a7905b3d94c49bae2093af71b;10021107;P.C.G. Supermarket;R3;1;G2;1;Nao Informado;816-455-8733;5;S1;C
c1ae719cfb70e7bd109f783efa6db06008073ba1ded09d6012025d75f1096f7b;10002520;ActivCard Shop;R3;1;G1;1;M1;816-455-8733;5;S19;C
7e3aec88638d5674a7b7d658a2fa497538abbcb0883734d63fb2407656996f77;10025049;Tao Store;R3;1;G2;2;Nao Informado;816-455-8733;1;S16;C
5f06b3e23ac46f5d98e0d7270567558b0257c24ec669a059142b414655b4689b;10013232;Garza Supermarket;R3;1;G2;2;Nao Informado;816-455-8733;4;S9;C
abc231d5622e90803888c55ed6b635b002fdb1ef393b1350a51824fae313d0ed;10014779;HBO Supermarket;R3;1;G2;2;Nao Informado;816-455-8733;3;S16;C
c8eae7e745a7dd665f325e871957e842a8deb6348230462b0f4d67bcdee2d04b;10013572;GearSource Shop;R3;1;G2;1;Nao Informado;816-455-8733;5;S1;C
136ce4b50ede040b91effc3d362ac48b591e82f5fe02491fd7c4770b5f2702e4;10002526;Active Shop;R3;1;G1;1;M1;816-455-8733;5;S19;C
c9bf9523204a126376d506089152a3601c4f0736eb0edd117a11745b20902890;10026334;Wayne's Market;R3;1;G2;1;Nao Informado;816-455-8733;5;S16;C
dd9f30d17ea4b3ca77130d0502ce67b0e9d3b766b6f5005e525f80c6cffae825;10000486;Aberdeen Shop;R3;1;G2;1;Nao Informado;816-455-8733;5;S14;C
723beab6d3a27c945c8131bfe6735da3ce815e2994b11a13634627ffb0fdd952;10025353;Total Store;R2;1;G2;1;Nao Informado;816-455-8733;5;S5;I
21787218195e28f0dc41ce30cf2a5acc17b859340be98166437847d18216b026;10012425;Fins Shop;R1;1;G2;2;Nao Informado;816-455-8733;4;S4;C
c82ea585a40796d6732441e204494d060614c7c10c6597179373d736e3045c49;10015793;Hetrick Supermarket;R3;1;G2;2;Nao Informado;816-455-8733;1;S16;C
f611867c35e24cf1d90de52790679b63c5c87a4fb6b1a1dede9d02b638e439dc;10014264;Harbour Store;R3;1;G2;2;Nao Informado;816-455-8733;4;S1;C
b64896eb41d776c4c69b29b59321769f0ebac8a2fc9666cc0c2008e9326f5576;10018623;K&M Supermarket;R1;1;G2;2;Nao Informado;816-455-8733;2;S5;C
5a071d60f02a5d8890355824d4c2c346d782dfbe8541c94161c8e0a6f9c10f42;10012161;Filetron Shop;R3;1;G2;1;Nao Informado;816-455-8733;5;S1;C
9ce97dfe4b6c4385884eb679b8955ed2bcbce570a988972f493908f843208f50;10000472;Aaron Store;R3;1;G2;2;Nao Informado;816-455-8733;1;S4;C
74415a6efde78957f1a84f18bda3467c02655eccf630a6be487dcdefcda85799;10024006;ScotGold Market;R3;1;G2;2;M1;816-455-8733;4;S16;C
0107eb1641da0c7298e78c0fc6ba49261a76e0995f4370c4b603e557af5d6150;10005236;BH Supermarket;R3;1;G2;1;Nao Informado;816-455-8733;5;S16;C
613b171ad4399e2c2beaec910346a69993dad8368603c9e07fd16817590496af;10008893;Caravelle Shop;R3;1;G2;2;Nao Informado;816-455-8733;1;S1;C
c8822f8f43ef30b23e249647169a7e5ebbc1c245dc3c2f83a213efbbd425dbe6;10026078;Venred Shop;R3;1;G2;2;Nao Informado;816-455-8733;4;S16;C
e0e8e361459d4477685f4ccdb153e7f385a572bba8a094621c82d7a864c89fa7;10020184;Matradi Megastore;O2;1;G2;2;Nao Informado;816-455-8733;2;S12;C
cce1f9773c30d55dd277df3748948f0d173494c3526277a1582d7dc1685104cf;10000475;AA-Wizard Shop;R3;1;G2;2;Nao Informado;816-455-8733;2;S16;C
4b83990fda46f2da42c0984760de21a5bdddc9ac0df2cfa15ae8a04fb1deb1c8;10024022;Screen Supermarket;R1;1;G2;2;Nao Informado;816-455-8733;1;S20;C
b6d8ee880cc680a46ce9f1b5ed024b8271615307eb8e278d4d5f9b0b28a1a46f;10019942;LMAO superplace;R3;1;G2;2;Nao Informado;816-455-8733;4;S16;C
5328c1acc8c23965d0c78e19b9d94ee7cbccd2d8df5bb39efd545be6f61525ab;10023516;SAIC Supermarket;R3;1;G2;2;Nao Informado;816-455-8733;2;S16;C
2d4a20118a14a78816617171145625f893ab5283466d53462a8bd9d57488dbba;10013670;Gehlken Supermarket;R3;1;G2;1;Nao Informado;816-455-8733;5;S1;C
eba877b2fe3862b15f317222fb70413e8c347c29f1c36bfbfdc4844e12b5a64f;10019909;LiveWORLD Shop;R2;1;G2;2;Nao Informado;816-455-8733;4;S5;C
257fa200eb6c41cf86562894724d04de84e45748409954418f47bec8ec1d70e4;10019105;Kensington Market;R3;1;G2;2;Nao Informado;816-455-8733;3;S1;C
919245cf11a3ad7544038f5009e2f25c5547f40de8214ff6943a7349445553ae;10020849;OnDeck Store;R3;1;G2;1;Nao Informado;816-455-8733;5;S1;C
da871190b456f57cf32e49fbdd1072dde4af5b9a907b963f18f6077bbb7b115e;10025737;Userland Maxistore;R3;1;G2;1;Nao Informado;816-455-8733;5;S16;C
b3e627f9ce78672bbd5efcb15bd4f59f26392123f1ffac018a0d80ac56f81e20;10015789;hesketh.com Shop;R3;1;G1;1;M1;816-455-8733;5;S19;C
6ec0387541ced13b661eb4b1b829bc8e831f7abd8bbe7287c8baa2e4fbb60bb1;10024541;Southern Supermarket;R3;1;G2;2;Nao Informado;816-455-8733;4;S9;C
1f87f1857159253a02b0b1096b5e4f90d2e1c4929f28b26d120bc4efa63fbd26;10020388;Metro-Goldwyn-Mayer, Supermarket;R3;1;G2;2;Nao Informado;816-455-8733;3;S1;C
ead6bd879c6798764cfc0a9614637a1b4e177615b355fb77b8b07b8188f96349;10021179;Pacific Store;R3;1;G2;2;Nao Informado;816-455-8733;1;S4;C
f01bd41f29375e86ce42580f010d4af9e34b8dcd3360d62ba962a45a080d4990;10021242;Page Store;R3;1;G3;1;Nao Informado;816-455-8733;5;S17;C
e0f5d2f35a2a5c254d0484043c05a149bb5f45568bd2994908898d6ecafd31e9;10026560;Xentec Shop;O2;1;G2;2;Nao Informado;816-455-8733;4;S12;C
38035b759d5c3923f0af9ba79a262d578d6199e82921937e8bb7e96f57041346;10017314;Idyllwild Shop;R3;1;G2;2;Nao Informado;816-455-8733;2;S14;C
bcd194ebb29d5538551cbd32eed1bd9271dc6f0bfa74bf78fcd5ea63cf33fb9e;10014238;Harbor Store;R3;1;G1;1;M1;816-455-8733;5;S19;C
6dbd6cd8dc30087dadf924de31aa48cb5ce3c860ca406fbf16052c82449b97a4;10009633;Dan Store;R3;1;G2;1;Nao Informado;816-455-8733;5;S16;C
af980591acbf833d9edf39e54ed41de08c5aae1b8f3b18bfff5eafd621bff6c8;10016334;Hobart Store;R3;1;G2;2;M1;816-455-8733;4;S16;C
3811005c663ae113edffb66553e7fea2a97c97d7f1032cbe1f889388d8dbfdc7;10013509;Geac Shop;R3;1;G2;2;Nao Informado;816-455-8733;4;S16;C
9a0ee66dc51b903f3a8946da6ec729a0023cade16cdb33c3a98688fc1412f9b3;10009606;Champs Gigaplace;R3;1;G1;1;M1;816-455-8733;5;S19;C
2c9f5ee3fe5a095ba079b2e2854d9701c64254893a4c0b47866aa07313cfdc09;10002489;ACT Supermarket;R3;1;G2;2;Nao Informado;816-455-8733;2;S16;C
